"SamAccountName","LastLogonDate","Enabled"
"mrferreira","07/01/2020 09:41:48","True"
"mreis","02/01/2020 09:43:25","True"
"MRezende","07/07/2016 10:40:53","True"
"mpagamicce","06/01/2020 07:31:56","True"
"mpalves","27/12/2019 07:59:37","True"
"mosantos","29/11/2018 06:52:05","False"
"Monitoria_MDe",,"True"
"monitoria_rpa",,"True"
"mpaoliveira","30/12/2019 07:45:23","True"
"mpinheiro","06/01/2020 08:10:59","True"
"mpinto","08/08/2018 10:26:06","False"
"mpferreira","08/01/2020 11:51:03","True"
"mpena","06/10/2018 07:38:05","False"
"MPetrulis","02/01/2020 08:21:08","True"
"mmenezes","30/12/2019 07:59:01","True"
"mjacomini","28/05/2018 06:45:43","False"
"mjcarvalho","30/12/2019 09:31:40","True"
"Mjacobs","05/01/2020 21:35:33","True"
"mis_desenv","07/05/2009 10:32:37","True"
"MIS_SHV","12/02/2019 16:03:54","True"
"mjcoelho","02/01/2020 08:21:07","True"
"mjsilva","03/06/2019 08:06:35","False"
"MJunior","08/01/2020 11:50:37","True"
"mjoia","18/07/2019 08:10:22","False"
"mjesus","31/12/2019 16:11:00","True"
"mjodar","05/02/2018 07:00:26","True"
"mikael.oliveira",,"True"
"milena.vasconcelos","30/12/2019 06:44:54","True"
"migsantos","30/12/2019 06:30:21","True"
"michelda.fonseca",,"True"
"michele.mattos","02/01/2020 07:55:59","True"
"Milhasgas",,"True"
"mipalves","06/01/2020 07:59:03","True"
"MIS","14/05/2019 09:28:45","True"
"MiMarques","21/10/2019 08:31:47","False"
"milima","24/02/2016 13:05:10","False"
"milson.jaques",,"True"
"mkassouf","10/04/2018 08:55:49","False"
"mmalonn","06/05/2019 08:11:40","False"
"MManfredinho","02/01/2020 07:52:53","True"
"mmagalhaes","10/10/2019 15:23:57","False"
"mlsousa","02/12/2019 07:29:18","False"
"mluiz",,"False"
"Mmarcondes","06/01/2020 08:34:45","True"
"mmello","08/01/2020 11:15:53","True"
"mmendonca","15/01/2017 03:30:44","False"
"mmedeiros","30/12/2019 07:43:41","True"
"mmarques","06/06/2019 13:56:25","False"
"mmaus","30/12/2019 08:17:41","True"
"mlazarre","12/06/2018 09:39:13","False"
"Mlazevedo","07/01/2020 08:50:47","True"
"mlause","02/01/2020 10:01:54","True"
"mkmiranda","30/05/2019 07:26:20","False"
"mlaurenciano","30/12/2019 13:55:57","True"
"mlbsouza","05/12/2019 09:17:38","False"
"MLopes","02/01/2020 11:10:23","True"
"mlorena","07/01/2020 08:51:36","True"
"MlMiranda","06/01/2020 08:52:57","True"
"mlemos",,"True"
"mlguimaraes","06/01/2020 08:57:53","True"
"lsabino","30/12/2019 08:38:58","False"
"lsbarbosa","25/03/2019 08:42:37","False"
"lsa",,"True"
"lrsilva","06/01/2020 07:40:19","True"
"lrufino","30/12/2019 14:05:37","True"
"lscarpante","02/01/2017 06:45:52","False"
"lserrano","17/02/2018 11:23:12","False"
"lsica","02/01/2020 09:14:46","True"
"lscsilva","02/01/2020 07:03:40","True"
"lscastilho","30/12/2019 06:41:18","True"
"lschafer","23/12/2019 07:31:35","True"
"lresende","06/01/2020 09:06:45","True"
"lrfreitas","02/01/2020 07:24:54","True"
"lrenosto","08/08/2019 08:48:39","False"
"lrego","08/01/2020 11:50:03","True"
"lreis","30/12/2019 07:32:25","True"
"lrinaldi","03/01/2020 09:46:52","True"
"lromagnoli","14/08/2019 08:44:06","False"
"lrsantos","22/08/2019 08:31:57","True"
"lrncosta","30/05/2019 08:07:12","False"
"lrmartins","30/12/2019 07:55:09","True"
"lrmeireles","24/12/2019 18:17:46","True"
"lsilva","22/11/2018 09:45:45","False"
"ltorquetti1","25/05/2010 14:27:22","False"
"ltsilva","06/01/2020 20:04:39","True"
"ltorquetti","02/01/2020 07:22:13","True"
"LThome","05/01/2020 06:32:26","True"
"ltoliveira","15/02/2018 09:05:02","False"
"luana.gomes","06/01/2020 08:11:01","True"
"lucas.alves",,"True"
"lucas.andrade","08/01/2020 09:40:50","True"
"lucas.alencar",,"True"
"luandrade","31/12/2019 07:49:17","True"
"luca.albuquerque","07/01/2020 09:08:54","True"
"lsmsilva","28/03/2019 10:25:03","False"
"lsnascimento","03/03/2019 09:52:33","False"
"lslima","05/01/2020 07:22:43","True"
"lsimoes","05/01/2020 18:04:54","True"
"lsiqueira","05/01/2020 12:14:58","True"
"lsnunes","02/01/2020 08:23:50","True"
"lteixeira","02/01/2020 07:46:41","True"
"ltheodoro","02/01/2020 02:54:11","True"
"ltavares","07/01/2020 08:45:49","True"
"lssilva","30/12/2019 08:45:39","True"
"ltalina","11/06/2013 15:45:44","False"
"lramos","30/12/2019 10:38:26","True"
"lnunes","20/08/2018 15:51:38","False"
"loassis","08/02/2019 08:18:42","False"
"lnsouza","07/01/2020 07:30:19","True"
"lnmartins","06/01/2020 08:12:35","True"
"lnmoura","27/12/2018 09:13:55","False"
"lobarbosa","06/01/2020 07:18:30","True"
"logenvasadorj2",,"True"
"loggranelmg1",,"True"
"logenvasadorj1",,"True"
"logenvasadomg1",,"True"
"logenvasadomg2",,"True"
"lmilk","23/12/2019 10:48:32","True"
"lmoraes","31/12/2019 06:28:09","True"
"lmenezes","07/01/2020 09:42:59","True"
"lmeira","06/01/2020 07:29:25","True"
"LMelo","23/05/2019 09:17:55","False"
"lmorato","02/01/2020 08:15:53","True"
"lmsouza","30/12/2019 06:53:29","True"
"lnalmeida","06/01/2020 08:10:48","True"
"lmsantos","02/01/2020 12:14:09","True"
"lmoreira","23/12/2019 08:56:11","True"
"lmribeiro","02/01/2020 09:24:58","True"
"loggranelmg2",,"True"
"lpinho","06/01/2020 10:26:13","True"
"lpires","30/12/2019 09:16:41","True"
"lpezin","29/12/2019 22:23:40","True"
"lpedro","02/01/2020 09:06:25","True"
"lpereira","05/08/2019 09:25:54","False"
"lplima","05/01/2020 06:47:35","True"
"lramalho","06/01/2020 07:16:48","True"
"lramires","02/01/2020 10:06:39","True"
"lprado","25/11/2019 13:48:40","True"
"lpmaio","02/01/2020 09:54:55","True"
"lpoliveira","30/12/2019 07:25:59","True"
"LONDRINA_20ANDAR",,"True"
"lorena.marques","06/01/2020 11:46:16","True"
"loliveira","31/12/2019 04:32:28","True"
"loggranelrj1",,"True"
"loggranelrj2",,"True"
"losantos",,"True"
"lpandrade","08/01/2020 13:57:08","True"
"lpavolak","02/01/2020 09:06:51","True"
"lpadovani","02/12/2019 01:14:04","False"
"losilva","01/02/2018 09:08:12","False"
"lossilva","14/10/2018 01:00:24","False"
"maoliveira","31/12/2019 12:52:18","True"
"maosilva","03/01/2020 07:12:13","True"
"manu-perfil","22/05/2015 11:22:34","True"
"manoliveira","30/05/2019 05:20:02","False"
"manselmo","30/12/2019 10:57:42","True"
"mapinto","06/06/2019 08:49:26","False"
"marcus.andrade","30/12/2019 08:58:44","True"
"marezende","30/12/2019 08:58:27","True"
"marcos.vieira","02/01/2020 08:08:03","True"
"marco.martins",,"True"
"marco.rebelato","02/01/2020 12:06:57","True"
"MALima","30/12/2019 06:39:50","True"
"malmeida","01/01/2020 05:17:14","True"
"majunior","02/01/2020 09:59:00","True"
"maira.santos","29/12/2019 21:05:56","True"
"maisenergiarecife","14/10/2007 04:16:35","True"
"malo","06/01/2020 15:23:24","True"
"mamsilva","02/07/2018 09:50:21","False"
"mamsoares","02/01/2020 07:47:36","True"
"mamsantos","07/01/2020 11:57:46","True"
"malves","13/12/2019 17:30:38","True"
"mamelo","06/01/2020 08:32:18","True"
"margareth.silva","30/12/2019 10:54:46","True"
"masantos","02/05/2018 11:03:54","False"
"masilva","02/01/2020 08:25:57","True"
"maryelle.leao","03/01/2020 10:29:51","True"
"marrferreira","04/01/2020 22:54:18","True"
"marsilva","06/01/2020 07:44:20","True"
"masoliveira","31/12/2019 10:30:41","True"
"mateus.ribeiro",,"True"
"matheus.messias","03/01/2020 09:24:44","True"
"Matella","01/06/2019 09:49:07","False"
"masouza","02/01/2020 08:38:00","True"
"matdiniz","29/05/2019 08:58:11","False"
"mariana.possas","06/01/2020 07:00:36","True"
"mariana.silva","06/01/2020 08:59:22","True"
"maria.moura","30/12/2019 08:58:44","True"
"MArgolo","30/12/2019 08:10:21","True"
"maria.lobo","02/01/2020 07:00:28","True"
"maribeiro","06/01/2020 07:29:18","True"
"marlima","30/12/2019 06:16:32","True"
"marmoreira","30/12/2019 08:39:33","True"
"Marketing_Informa","24/05/2010 12:20:20","True"
"MariSantos","04/11/2019 08:12:48","False"
"marisouza","30/12/2019 07:02:04","True"
"maioliveira","08/01/2020 09:14:52","True"
"lupsilva","13/09/2018 07:14:31","False"
"lurosa","02/01/2020 07:24:07","True"
"luiza.vitoriano","06/01/2020 09:02:06","True"
"luiz.andrade",,"True"
"luiz.lima","06/01/2020 12:10:11","True"
"LUSilva","05/01/2020 11:53:17","True"
"luteixeira",,"True"
"LUvieira","01/01/2020 09:05:00","True"
"lussilva","06/01/2020 08:01:33","True"
"lusoliveira","30/12/2019 10:08:47","True"
"lussantos","05/01/2020 08:41:42","True"
"lucca.fialho","06/01/2020 19:31:59","True"
"luciano.sousa",,"False"
"lucas.viana",,"True"
"lucas.marinho","31/12/2019 17:58:43","True"
"lucas.v.silva",,"True"
"lucoliveira","05/01/2020 11:25:04","True"
"luis.a.silva",,"True"
"luis.ferreira","02/01/2020 08:16:57","True"
"luferreira",,"True"
"LuCruz","06/01/2020 05:04:06","True"
"lucsantos",,"False"
"lvalentino","06/01/2020 17:18:21","True"
"maciel.junior","06/01/2020 08:48:42","True"
"macinielson.amador","06/01/2020 13:47:22","True"
"macdias","02/01/2020 11:43:25","True"
"mabram","02/01/2020 08:07:37","True"
"mabreu1",,"False"
"madguimaraes","30/12/2019 08:32:49","True"
"magoncalves","25/04/2019 13:11:42","False"
"maikon.matos","30/12/2019 14:02:23","True"
"maferreira","02/01/2020 12:38:11","True"
"madias","01/01/2020 12:42:30","True"
"MADuarte","06/01/2020 13:16:45","True"
"LVeiga","30/12/2019 06:49:10","True"
"lviter","29/06/2018 08:51:34","False"
"lvbarros","05/01/2020 11:56:33","True"
"lvalle","05/12/2019 11:22:10","False"
"lvasconcelos","06/01/2020 08:13:33","True"
"lviveiros","05/01/2020 20:30:54","True"
"maapereira","30/12/2019 12:43:37","True"
"maapinto",,"True"
"LZamparo","06/01/2020 12:47:23","True"
"lvsilva","19/12/2019 10:35:13","True"
"lwmartins","02/04/2018 06:20:44","False"
"positivacaoenvasado","03/07/2018 11:09:56","True"
"postegar.abastecimen","03/07/2018 11:08:43","True"
"Pos_Conf_Doc","11/03/2010 09:26:14","True"
"portariasjc","13/03/2014 07:55:37","False"
"portariasma","09/06/2012 07:22:06","True"
"potsuka","05/08/2019 08:52:36","False"
"ppreis","06/01/2020 07:39:53","True"
"pqsilva","30/12/2019 09:18:10","True"
"ppr",,"True"
"ppagno","02/01/2019 08:09:11","False"
"ppinto","30/12/2019 09:09:40","True"
"pnascimento","30/12/2019 08:10:24","True"
"poc_wiseit",,"False"
"pmsantos","13/08/2019 13:24:54","False"
"pmotta","22/12/2019 14:47:19","True"
"pmoura","30/12/2019 05:45:38","True"
"poliveira","04/02/2019 09:42:48","False"
"portariaqualival",,"True"
"portarias2p","04/01/2020 06:13:40","True"
"portariabtg","13/05/2010 14:43:07","True"
"portaldarede","13/02/2012 23:46:38","True"
"portalti",,"True"
"prcosta","18/02/2019 20:50:13","False"
"projeto.exchange","01/06/2013 02:20:13","True"
"Projeto-CORE",,"True"
"programasapiens_gest",,"True"
"prodrigues","02/01/2020 07:44:56","True"
"programasapiens",,"True"
"projeto-folha-qsms",,"True"
"projeto-transicaocsc",,"True"
"PROliveira","02/01/2020 14:23:05","True"
"projetoshark","23/06/2015 00:08:14","True"
"projetoiso9001",,"True"
"projetosertime",,"True"
"presidente",,"True"
"pribeiro","03/01/2020 08:40:06","True"
"presidencia",,"True"
"precos",,"True"
"preparacaogolive",,"True"
"pricing","12/12/2017 10:55:11","True"
"privacy",,"True"
"processos",,"True"
"priscila.muniz","07/01/2020 10:59:11","True"
"pricingcomercial",,"True"
"prime",,"True"
"pmoraes","11/11/2019 09:09:19","False"
"pfeitosa","29/12/2019 18:56:19","True"
"pferrari","04/06/2019 07:46:31","False"
"peoliveira","29/12/2019 23:52:19","True"
"pedoliveira","06/06/2019 12:18:01","False"
"pedro.bartras","02/01/2020 08:05:52","True"
"pfigueiredo","02/01/2020 08:52:34","True"
"pgferreira","04/06/2019 07:02:55","False"
"pgmello","08/01/2020 13:05:59","True"
"pgd",,"True"
"pfracasso","01/01/2020 19:12:01","True"
"pfribeiro","23/04/2018 10:21:20","False"
"pdasilva","29/12/2019 09:00:40","True"
"pdirk","26/12/2019 07:32:08","True"
"Pdamico","30/05/2019 13:36:16","False"
"pcsantos",,"False"
"pcunha","22/01/2017 09:52:06","False"
"pdmartins","21/03/2019 08:49:54","False"
"pedidos",,"True"
"pedidos-betim",,"True"
"pecosta","17/10/2018 18:20:05","False"
"pdsilva","12/11/2018 13:38:12","False"
"pdsouza","30/12/2019 08:45:12","True"
"pgomes","06/01/2020 08:54:48","True"
"plmello","17/06/2019 13:28:16","False"
"ploureiro","02/01/2020 09:01:08","True"
"pligeiro1",,"False"
"plemes","06/01/2020 08:25:58","True"
"PLigeiro","01/06/2018 08:13:44","False"
"pmaceno",,"True"
"pmcosta","30/12/2019 08:46:05","True"
"PMello","03/01/2020 08:02:59","True"
"pmattos","06/01/2020 08:53:37","True"
"pmaciel","20/05/2019 08:24:21","False"
"pmarins","02/05/2019 07:22:17","False"
"phscosta","01/02/2018 09:53:46","False"
"pin",,"True"
"PHOliveira","03/01/2020 10:00:19","True"
"pguimaraes","12/02/2018 04:42:55","False"
"phgoncalves","30/12/2019 19:22:00","True"
"pinacio","04/01/2020 07:02:58","True"
"plcosta","20/09/2018 09:39:17","False"
"pleite","07/11/2019 08:26:09","False"
"pkuster",,"True"
"PJesus","30/12/2019 10:32:38","True"
"pkayiran","21/06/2018 10:03:24","False"
"rbarao","02/01/2020 23:33:10","True"
"rbarbosa","30/04/2018 09:08:46","False"
"rbarankievicz","30/12/2019 01:42:43","True"
"rbanin","11/01/2019 08:13:05","False"
"rbaptista","02/01/2020 11:52:35","True"
"rbarboza","06/01/2020 09:03:59","True"
"rbasilio","05/01/2020 09:24:08","True"
"rbatista","02/01/2020 06:49:20","True"
"rbasantos","06/01/2020 09:30:35","True"
"rbarros","01/01/2020 03:18:12","True"
"rbarroso","18/10/2018 09:44:58","False"
"raribeiro","31/12/2019 22:23:22","True"
"rarosa","26/07/2019 08:17:31","False"
"raraujo","07/01/2020 15:52:49","True"
"rapribeiro","06/01/2020 18:36:15","True"
"raqsilva","30/12/2019 08:32:06","True"
"rarruda",,"True"
"rbandeira","02/01/2020 00:36:41","True"
"rbandrade","02/01/2020 08:14:32","True"
"rbahiense","02/01/2020 15:38:50","True"
"rasousa","06/01/2020 07:57:43","True"
"rbaeta","05/01/2020 14:47:44","True"
"rbelasques","09/12/2019 10:26:10","True"
"rcbarros","06/01/2020 08:30:24","True"
"RCBraga","06/01/2020 09:26:20","True"
"rcatarina","02/01/2020 08:34:13","True"
"rcandal","04/01/2020 01:39:44","True"
"rcasotti","06/01/2020 07:56:20","True"
"RCC",,"True"
"rcgomes","07/01/2020 16:09:36","True"
"rclsilva","30/12/2019 07:54:28","True"
"rccorrea","03/01/2020 18:07:12","True"
"RcC_Rio_fax","06/04/2010 14:24:25","True"
"RcC_RJ","03/03/2010 15:34:27","True"
"RBorges","07/01/2020 08:42:26","True"
"rbranda","07/01/2020 08:46:51","True"
"rbittencourt","02/07/2018 07:54:36","False"
"rbelonia","04/01/2020 06:50:44","True"
"rbenvenuto","01/01/2020 22:42:27","True"
"rbravo","08/11/2018 09:25:28","False"
"rcamargo","03/01/2020 09:41:50","True"
"rcampos","02/01/2020 06:31:49","True"
"rbugalho","30/12/2019 08:04:04","True"
"rbsilveira","01/04/2018 12:01:02","False"
"rbucher","30/12/2019 11:47:26","True"
"rapereira","11/03/2019 09:38:30","False"
"qualidadercc",,"True"
"QUALIVAL_19ANDAR",,"True"
"qssilva","16/09/2019 11:09:52","False"
"qmesquita","06/01/2020 09:45:49","True"
"qsms",,"True"
"qualivalbrasil","23/08/2016 09:51:32","True"
"racorrea","12/09/2019 07:28:23","False"
"radioprotecao",,"True"
"raborges","30/12/2019 09:30:12","True"
"queroserrevendedor",,"True"
"r.souza","06/01/2020 08:43:03","True"
"psaturnino","11/04/2018 14:51:09","True"
"psilveira","06/01/2020 08:28:17","True"
"psantos","08/01/2020 10:01:48","True"
"protocolosindevidos",,"True"
"prsantos","07/01/2020 08:45:31","True"
"psnascimento","06/01/2020 09:04:38","True"
"pvmc_financeiro",,"True"
"pvrodrigues","03/01/2020 08:55:19","True"
"ptrajano","02/01/2020 09:14:21","True"
"PSouza","13/03/2019 17:44:55","False"
"pssantos","02/01/2020 08:05:12","True"
"radsilva","30/12/2019 08:44:42","True"
"ralves","06/01/2020 12:31:38","True"
"ramoreira","20/12/2019 02:56:01","False"
"ralmeida","27/12/2019 12:38:12","True"
"ralbuquerque","06/01/2020 09:17:27","True"
"raleite","06/01/2020 08:16:50","True"
"ramsilva","23/12/2019 09:08:30","True"
"rantunes","08/01/2020 08:56:03","True"
"raoliveira","02/01/2020 11:20:29","True"
"rantonio","29/11/2019 07:50:27","False"
"randrade","03/01/2020 09:31:06","True"
"randreola","06/01/2020 06:19:58","True"
"rafael.r.santos","08/01/2020 07:26:37","True"
"rafael.r.silva",,"True"
"rafael.gusmao","29/12/2019 16:49:47","True"
"rafael.araujo","02/01/2020 09:31:11","True"
"rafael.b.silva","06/01/2020 07:53:26","True"
"rafleite",,"False"
"raiza.pontes","30/12/2019 13:31:48","True"
"ralbarado","02/01/2020 07:17:44","True"
"railan.santos","07/01/2020 09:35:16","True"
"ragomes","30/12/2019 08:46:46","True"
"raguiar","06/01/2020 09:30:49","True"
"nadson.rodrigues","06/01/2020 09:07:12","True"
"NaGrevet","06/01/2020 09:12:48","True"
"mzanarotti","03/01/2020 18:07:20","True"
"myareis","06/01/2020 08:03:06","True"
"mysilva","12/08/2019 12:39:24","False"
"nataasilva","03/01/2020 06:48:40","True"
"ncardozo","02/01/2020 09:25:56","True"
"ncarmo","06/01/2020 06:50:40","True"
"ncampos","03/06/2019 09:04:08","False"
"nbandeira","11/08/2018 07:50:38","False"
"nbonfim","02/01/2020 09:10:42","True"
"mvieira",,"True"
"mvjesus",,"True"
"mvianna","02/01/2020 10:08:43","True"
"mvcordovez","01/01/2020 19:55:21","True"
"mvcosta","06/01/2020 08:47:38","True"
"mvoliveira","05/01/2020 07:22:58","True"
"mwille","06/01/2020 14:27:04","True"
"mxavier","02/01/2020 09:45:25","True"
"mvsouza","19/11/2018 08:24:29","False"
"mvsantos",,"True"
"mvsilva","05/08/2019 08:07:02","False"
"ncocato","30/12/2019 09:13:02","True"
"ngalmeida","05/01/2020 11:08:02","True"
"nibatista",,"False"
"NFsilva","05/01/2020 19:20:21","True"
"nfe_reenvio","18/05/2011 16:40:54","True"
"nfigueira","02/01/2020 07:09:11","True"
"nilson.filho",,"True"
"nlmattos","02/01/2020 07:05:25","True"
"nmarques","05/06/2019 08:22:03","False"
"NLCOLO$",,"True"
"nilson.furtado","03/01/2020 16:32:36","True"
"niveltanque",,"True"
"ncvilena","05/01/2020 07:37:15","True"
"nemoliveira","08/01/2020 11:51:37","True"
"ncteixeira","08/01/2020 09:26:57","True"
"ncosta","29/03/2018 09:52:09","False"
"ncrodrigues","02/01/2020 09:22:36","True"
"neusvaldo.santana",,"True"
"nfe_grc",,"True"
"nfe_grc_dev","30/12/2019 11:29:35","True"
"nfcombustivel",,"True"
"nf.araucarialogistic",,"True"
"nfaria","30/12/2019 10:51:36","True"
"mvasilva","05/01/2020 08:08:13","True"
"MSCosta","06/01/2020 08:31:19","True"
"msenger","31/12/2019 00:07:07","True"
"mscarvalho","06/01/2020 16:54:54","True"
"msavastano","28/12/2019 12:00:20","True"
"msbatista","29/12/2019 17:31:58","True"
"msferreira","29/12/2019 17:55:16","True"
"msilveira","24/09/2018 08:04:04","False"
"msiqueira","30/12/2019 08:05:54","True"
"msilva","16/09/2019 08:36:46","False"
"msgoncalves","02/05/2019 07:09:18","False"
"msichetti","17/07/2018 09:47:31","False"
"mroliveira","08/01/2020 14:21:29","True"
"mrosa","02/01/2020 08:37:48","True"
"mrodrigues","13/05/2019 08:03:16","False"
"mrluz","30/12/2019 06:32:49","True"
"mrmoura","06/01/2020 07:31:39","True"
"mrrocha","04/01/2020 11:58:24","True"
"msampaio","02/01/2020 07:55:38","True"
"msantos","07/01/2020 17:43:27","True"
"msalmeida",,"True"
"mrsouza","04/11/2019 09:15:42","False"
"MSaldanha","04/01/2020 10:34:23","True"
"msouza","12/09/2019 10:30:20","False"
"mtrigo","30/12/2019 07:55:40","True"
"mtrolesi","02/01/2020 10:44:58","True"
"mtridapalli","06/01/2020 13:21:44","True"
"mtlopes","02/01/2020 09:23:33","True"
"mtpaula",,"False"
"mtsilva","26/12/2019 09:09:01","True"
"MVargas","06/01/2020 12:09:12","True"
"mvasconcelos","06/01/2020 11:02:18","True"
"mvalente","08/11/2018 09:56:02","False"
"musantos","02/01/2020 06:23:56","True"
"mvalczak","30/12/2019 11:06:54","True"
"mssilva","19/12/2019 19:52:40","True"
"msteste","08/04/2014 12:33:35","True"
"msrodrigues","24/12/2019 15:48:21","True"
"mspereira","02/01/2020 10:44:24","True"
"msreis","02/01/2020 08:52:41","True"
"mstival","02/01/2020 10:27:33","True"
"mtavares","03/01/2020 09:07:13","True"
"mtdiniz","20/07/2017 13:33:48","False"
"mtanzi","04/02/2019 08:48:01","False"
"mstroski","01/02/2018 18:42:04","False"
"mszeremeta","30/12/2019 07:20:25","True"
"pamaral","02/01/2020 09:10:32","True"
"pamaro","05/01/2020 08:17:32","True"
"palmeida","02/01/2020 06:48:07","True"
"ovalet","02/01/2020 13:49:28","True"
"pagsantos","06/01/2020 08:02:25","True"
"panete","06/01/2020 09:04:22","True"
"PArauz","10/05/2010 12:00:00","False"
"parcanjo","11/03/2019 09:06:53","False"
"paraujo","11/02/2019 08:25:42","False"
"paola.andrade","02/01/2020 07:38:40","True"
"paragao","18/07/2019 09:51:09","False"
"orcamento",,"True"
"orcamento_pessoal",,"True"
"operadores6",,"True"
"operadores4",,"True"
"operadores5",,"True"
